,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,node_type
Iran,-0.00076135463,-0.058510847,0.12449285,-0.004724335,-0.01840515,-0.21407062,0.03427577,0.09589756,-0.16234437,-0.111105844,0.1784061,-0.13379441,-0.0073107383,-0.07146765,-0.0009763035,0.042744573,-0.09579527,0.101169676,0.10703032,0.20998025,-0.019964969,0.1855329,0.09144506,-0.1897338,0.16397907,-0.069444954,-0.065094106,0.13644892,0.081391394,0.09846093,0.14070721,0.089352705,-0.14182842,-0.05146353,-0.27477774,0.08197103,-0.0058543026,0.10339852,0.10412255,0.023863196,0.17066151,-0.051307913,0.024142247,-0.19222443,0.096479565,0.028344408,0.047114324,0.028379431,0.07641145,-0.050323837,0.10932104,-0.13482235,-0.08025567,-0.10923841,-0.059980966,0.029865352,0.098152176,-0.08063929,0.05054335,0.07523174,0.037007786,0.0823574,-0.18575075,-0.063880816,country
Libya,0.056106895,-0.059106044,0.1850988,-0.019647537,-0.28783593,-0.13799459,-0.11165227,0.110588804,-0.3057375,-0.15801698,0.12968381,0.07139694,0.10228327,-0.042287145,0.11439913,0.0321952,-0.13089487,0.13549602,0.08869466,0.10446745,0.15238525,0.20132644,0.03066422,-0.12951198,0.09625952,-0.14177595,-0.19767345,0.23372336,0.01350472,0.036725625,0.28108242,0.06623631,-0.057541102,-0.04942516,-0.29153174,0.17400078,-0.00148172,0.25451013,0.167096,0.035563648,0.18476571,-0.018551867,0.2690103,-0.1268287,0.07071605,0.04897332,0.08404156,0.1452448,-0.10864873,0.028571045,0.13258485,-0.07929872,0.03508579,-0.16291672,-0.109703235,0.05644367,-0.0015308678,-0.13519274,0.030132325,0.10437226,-0.03849453,0.018680003,-0.07192278,0.023464914,country
Bahrain,-0.013133143,-0.049753156,0.15834668,-0.015693657,-0.25146276,-0.10195421,0.010227269,0.116387494,-0.22000085,-0.22966802,0.14274976,0.066068836,0.057522897,-0.057003874,-0.0338677,0.07899995,-0.04386894,0.068068124,0.06207826,0.15481673,0.09885181,0.13288134,-0.017569311,-0.2137195,0.12040248,-0.14011876,-0.19076844,0.11982849,0.09712181,0.06832457,0.2248257,0.21881108,0.0199723,-0.025816936,-0.35080105,0.05257095,0.005975701,0.17811142,0.1473468,-0.015096191,0.08273029,-0.03310946,0.19145988,-0.20635648,0.16594301,0.10010756,-0.07736773,0.12539199,-0.1215187,-0.006578244,0.12639126,-0.11194221,0.053204715,-0.20936334,-0.071329646,-0.0065892907,0.09845807,-0.21413863,0.015670288,0.11672733,0.032660212,-0.05199904,-0.16376206,-0.014221732,country
Kuwait,0.03327119,-0.019451296,0.13413122,-0.10076937,-0.30556214,0.0013266739,-0.041604217,0.10953261,-0.14952302,-0.0369994,0.09164604,0.03667277,-0.051817402,0.11620589,-0.06681424,0.114282146,-0.26652253,0.084758185,0.09527351,0.3536551,0.056015957,0.19967902,0.07178699,-0.13093404,0.39228052,-0.15855172,-0.20040753,0.14485595,-0.06919169,0.13559327,0.3433138,0.15081562,0.023503922,-0.14098558,-0.41391417,0.1109941,-0.039417196,0.25520533,0.2568069,-0.074990064,0.3056656,-0.10296877,0.1647455,-0.1646177,0.15500031,0.06555624,0.0067353193,0.002042832,-0.060810007,-0.07724817,0.09202521,-0.2710751,-0.11716829,-0.1748373,-0.27975616,-0.09352943,-0.084041215,-0.039170828,0.11591651,-0.08522717,-0.045204308,0.046103727,-0.21946464,0.12610134,country
Australia,-0.25926256,-0.13471389,-0.05411636,0.20941693,0.30703166,0.035045564,0.021014782,0.109079875,-0.12019705,-0.110068806,0.28874972,-0.10413334,0.035710573,-0.19539735,0.27968344,0.22081386,-0.15749541,-0.27514598,0.1874368,0.060267013,0.08567257,0.016995776,0.19060545,-0.15010916,0.23923689,-0.084801845,-0.24807437,0.07636006,-0.16996145,-0.04259037,0.1517359,0.15585366,-0.29213518,-0.12484876,0.1608418,0.04920798,-0.026523119,-0.12670495,-0.03841255,0.0010414801,0.038467422,0.1497129,-0.118051335,-0.14742143,0.019432647,0.038705513,-0.03662769,0.27309,0.02086037,0.062673025,-0.10775423,0.18173805,-0.06715673,0.26501262,0.07787586,0.23830962,0.009750946,-0.28338498,-0.023360487,0.1184746,0.023732122,-0.035312995,0.08980456,-0.18160601,country
Nigeria,-0.16147786,-0.15396222,0.06752126,0.06153705,0.025508728,-0.15363927,0.081120916,0.18305856,-0.12337036,0.026161322,0.11439149,-0.08891132,-0.4040636,0.07482415,0.13723303,0.019319199,0.2645326,0.17057267,0.23472382,0.26331994,0.051302955,0.018142207,0.039032772,-0.03936011,0.092131585,-0.030368766,0.060032334,0.08442738,0.06682876,-0.112530604,-0.09562479,0.0090520745,-0.13095735,-0.15179746,-0.101110175,-0.053196203,-0.07682304,0.1505168,-0.11019905,-0.27685285,-0.050834216,0.07443154,-0.0017466258,-0.21138695,0.31531328,-0.16393612,0.023968041,0.04133404,-0.27531275,-0.03547985,-0.101320185,0.010939937,0.30143994,0.16080256,0.1841038,0.12596337,0.1270902,0.0035214901,-0.16323082,0.120348975,-0.031697113,0.026451003,-0.114509024,0.1556874,country
Singapore,-0.06521367,0.19390897,0.032039933,-0.08133077,-0.09462581,-0.18001011,0.2592899,-0.013018401,0.059981603,-0.009184702,0.361106,-0.08176871,-0.13891311,0.030156288,0.07348242,0.14724506,0.03807881,-0.13194664,-0.022508882,0.12438894,0.031981524,-0.11221814,0.10719338,-0.07628993,0.10720142,0.021265365,-0.09529182,0.13458915,0.10696864,-0.027813975,-0.023487868,-0.17112961,-0.020128716,0.0071824575,-0.02932867,-0.01715183,-0.10045744,0.002465353,0.06470456,0.20854771,-0.1046631,0.034088407,-0.0020549945,-0.3388304,0.016128944,0.078457244,-0.10146196,-0.06475116,-0.0006839487,0.02839907,0.03744998,0.13622506,0.26900667,-0.026727548,-0.07596931,0.12874661,-0.018680943,-0.11418368,-0.049268954,0.23707058,-0.10390318,-0.21147051,-0.07447509,0.048288696,country
Pakistan,-0.014321749,0.19071409,0.1510974,-0.122252524,0.09206131,-0.12193699,0.1450322,-0.038009763,-0.016800983,0.09812593,0.33271274,-0.12441091,-0.05284877,-0.0023938688,0.14525492,0.15210767,-0.012312467,-0.042780675,-0.07109675,0.14976461,0.008535734,-0.05973323,0.124012604,-0.02651647,0.16495734,0.073403195,-0.16150524,0.086189315,0.0071734195,-0.008935337,0.015753383,-0.12254311,-0.049616493,-0.0064685256,-0.12391224,0.0714212,-0.057452925,-0.088435814,0.18166152,0.24164644,0.0369529,0.018452473,-0.0012254827,-0.29605776,-0.031823654,-0.004559,-0.0046711788,-0.08515504,0.11361217,0.067760214,-0.14554846,0.1271058,0.19568622,-0.04144739,-0.09579061,0.027887082,0.05838605,-0.048036035,0.0006219911,0.16121921,-0.1297631,-0.07089521,-0.09670779,0.10032386,country
Canada,0.015093444,-0.20790528,0.26376316,-0.021061847,0.005058753,-0.22055902,-0.1530882,-0.05083741,0.1977469,-0.015333939,-0.18717684,-0.26885644,-0.11081917,-0.14913,-0.06515124,0.053993803,-0.022196556,0.020539926,0.06402062,0.25351697,0.2277199,-0.050993763,0.1408688,-0.056059983,0.11510554,-0.13124801,-0.095264055,-0.087767474,0.21878716,-0.22143973,-0.14868113,0.12386297,-0.07882634,0.044211775,-0.0030712078,0.019933775,0.07156786,0.0117284125,0.0923947,0.13134944,0.17292315,0.013407675,0.05588578,-0.1572749,-0.10569312,0.014611053,-0.014194651,-0.0501925,0.010052091,-0.04097411,-0.0939258,0.06321328,0.0427264,0.050375074,-0.015763445,0.09172366,-0.08118642,-0.093996555,0.023380267,0.16467091,-0.006587415,-0.040891096,-0.008094975,0.14565541,country
Malaysia,-0.01885758,0.22827044,0.16131376,-0.04907538,0.07346037,-0.02321627,0.09629294,-0.011519753,-0.06913247,0.15615883,0.35472846,-0.17820254,-0.19296421,0.0529778,0.00026569798,0.17015052,-0.031322177,-0.05149275,0.018728374,0.09786801,-0.034234583,-0.074464224,0.10145308,0.010254002,0.16626313,0.044260804,-0.07097396,0.060570646,0.14253955,-0.0021712512,0.08193035,0.0014023161,-0.074163005,-0.102073856,-0.111680046,-0.015980553,0.015945565,-0.02896701,0.050126385,0.1887911,-0.06548861,-0.0046286755,-0.033527568,-0.20789261,-0.12204202,0.08646791,-0.062640965,-0.045692813,0.040268652,-0.03763402,-0.066012524,0.10243944,0.21784076,0.011256893,-0.06385281,0.050416384,0.09668892,-0.14298062,0.059005097,0.13984576,-0.088000014,-0.12715545,-0.08864418,0.07662955,country
Philippines,-0.076998554,0.10075981,0.038821366,-0.22809763,0.16907129,-0.20204732,0.017666407,-0.02714192,0.022327408,0.15813543,0.2685594,-0.15510203,-0.08705403,-0.010284228,0.01759417,0.1181672,-0.011016908,-0.026458431,-0.099456,0.13990438,-0.041354295,0.045569453,0.10242317,0.03294262,0.05320866,0.017547479,0.0105476305,0.2562363,0.089739405,-0.1083777,0.01857754,-0.19091505,-0.041381296,-0.14072242,-0.10877904,-0.005456876,0.09037451,0.08593898,0.087454006,0.20717779,0.0061049545,0.092288695,0.08296175,-0.33101106,-0.12371736,0.09237135,-0.07723083,-0.11599853,0.013092218,0.038089104,0.030579848,0.13124718,0.2438498,-0.015491663,-0.10818742,0.04749066,0.093471326,-0.1472118,0.027897265,0.17792004,-0.10602311,-0.0637948,-0.11545178,0.117166825,country
Afghanistan,-0.0118821785,0.120840564,0.16099137,-0.062310085,0.081198044,-0.056227364,0.08029784,0.048511706,0.030746482,0.051805183,0.29481587,-0.21533248,-0.101581484,0.013071321,0.03012622,0.053320736,-0.01591946,-0.17327973,-0.043724056,0.17380276,-0.054670162,-0.032878265,0.09410288,0.020235712,0.13564101,-0.00031522993,0.021528628,0.08980774,0.08840437,-0.0012816051,0.027950713,0.024285171,-0.037969213,0.0035116954,-0.16570696,0.05774941,-0.06734969,0.017712407,0.05588356,0.15260263,-0.09429523,-0.000768112,-0.008987023,-0.2768334,-0.13647841,0.19112775,-0.11200134,-0.05484831,0.1394505,0.039324313,-0.041158423,0.10181337,0.1578264,0.05549345,-0.071839385,0.0939424,0.08079931,-0.05391343,0.050301395,0.2214777,-0.11768319,-0.16328606,-0.09841663,0.08000116,country
Argentina,-0.11896443,-0.031977866,0.046793863,0.10507311,0.0018120805,-0.045656685,0.09033923,0.037542008,-0.20682713,0.06109906,0.1849575,-0.28951967,0.21607901,-0.14859866,0.120126925,0.016969407,-0.07419589,0.1320983,0.0036810862,0.038777787,-0.0038054727,0.026398338,0.08370004,0.029192843,-0.069512956,0.12362745,0.13013233,-0.015443152,0.2140946,0.017554382,-0.20706064,-0.0055975565,-0.18986842,-0.24794303,-0.1539799,0.080640376,0.003347337,-0.009163391,0.10376981,0.029373595,0.18574372,0.012322561,-0.056122847,-0.08821532,0.049914453,-0.005667492,-0.21693644,-0.19505331,0.034728434,0.12926544,0.13825037,0.09079626,0.2563902,0.26471376,0.16239342,-0.12320912,-0.02994768,-0.13680951,-0.034916475,0.09823033,0.10472411,-0.09006453,-0.0405265,0.010171939,country
Portugal,0.14010002,-0.17672165,0.10368788,0.0817871,0.03365826,-0.17045638,0.09471508,-0.039435633,-0.09076758,-0.2321404,-0.06820973,-0.2032606,-0.109671056,0.0024661978,0.030928522,0.2941649,-0.020556754,-0.110143445,0.0070922375,-0.020042935,0.18550523,0.12806347,0.08225753,-0.04786747,0.006146738,-0.009649455,0.072610386,-0.06135414,0.04180133,-0.043777645,0.06295851,-0.10640796,-0.08863042,-0.109664366,-0.07488206,0.023112847,0.10189159,-0.012350331,0.12263388,0.029533247,-0.121179074,-0.12698248,-0.07610266,-0.05532506,0.0015024788,-0.07699102,-0.0918978,-0.13919364,-0.043038607,0.15735869,-0.09901711,0.069889,0.02877845,-0.046824608,0.0006919026,0.13276534,0.0053421985,-0.1312931,0.023917256,0.07724433,-0.04042703,-0.08778028,-0.058111154,0.019091386,country
Brazil,-0.07497421,-0.018477062,-0.0752159,0.11473753,-0.08089386,-0.032378152,0.037719913,0.08408568,-0.22540826,0.041303176,0.17512242,-0.2789069,0.16325967,-0.14169066,0.12805852,0.10561698,-0.123787984,0.053609658,0.11620367,0.068283275,0.0935597,-0.002760135,0.061090972,-0.03286257,-0.0132707115,0.12791528,0.10880669,-0.007343993,0.12741233,0.042831935,-0.21933258,-0.042300466,-0.15534003,-0.15561934,-0.19147584,0.14119838,-0.010453999,-0.025298864,0.06061258,0.042886842,0.23755865,0.027641805,-0.026494348,-0.03515863,0.06752507,0.091203615,-0.077057645,-0.21572082,-0.0043229437,0.08166472,0.14283136,0.18682909,0.20825489,0.22894044,0.14833087,-0.10808606,-0.17158478,0.045206387,0.01031883,0.15348701,0.08405775,-0.041524667,0.08008772,0.18402515,country
Chile,-0.008350653,0.010273031,0.032476082,0.015122931,-0.01118115,0.038832422,0.12236078,0.165323,-0.26461414,-0.053514197,0.17866689,-0.24360782,0.11410316,-0.15624708,0.11236362,-0.0022263562,-0.21394871,0.16963194,0.09520118,0.0378616,0.012154271,0.114831984,0.14754698,0.09140088,-0.01802,0.17670055,0.10821203,-0.039583605,0.21117862,0.07895212,-0.17123194,0.12291925,-0.18202832,-0.11657291,-0.15785149,0.16829595,-0.061127357,-0.040411368,0.061978523,0.00018485793,0.106802456,-0.058377653,-0.005075715,0.0054466296,0.0906464,0.032858893,-0.16781572,-0.2387541,-0.030807732,0.13080183,0.07950159,0.01915504,0.13490067,0.20704086,0.093266025,-0.09411519,-0.0747835,-0.17260891,-0.007133798,0.07135181,0.011726937,-0.03202623,0.06253618,0.07927782,country
Mexico,-0.10659842,-0.33481643,0.40193874,0.034053233,0.1178516,-0.12134196,-0.059580974,-0.076134644,0.12643899,0.09415333,-0.037823204,-0.09442565,-0.26809594,-0.1459243,-0.079473734,-0.030272273,-0.16670617,0.07462794,0.035850022,0.15388802,0.15388311,-0.032853466,0.14067261,-0.18837647,0.19282167,-0.010536419,-0.12373729,-0.10269973,0.16509677,-0.046730332,-0.114636205,0.06662968,-0.059989307,0.077912875,0.060660724,0.11734388,0.052576385,-0.112530164,0.16133855,0.14100756,0.14869845,0.010227649,0.08701153,-0.13399893,-0.09123274,-0.09311852,0.0338016,-0.02544564,0.018733857,-0.050423987,-0.097715646,0.053725064,0.030348267,0.10533057,-0.0050926907,0.07396297,-0.12202785,-0.120292865,0.05100876,0.062255893,-0.015800819,-0.09186632,0.086542375,0.14950639,country
Spain,-0.06377553,-0.081589684,0.024313156,0.1533856,0.00025225987,-0.088614866,0.037096195,-0.0073315976,-0.03170588,-0.1637628,-0.010223762,-0.17808181,-0.14792976,0.08201694,0.055777807,0.2493889,0.07045164,-0.09886799,0.039428543,0.053172335,0.12984054,0.09549961,0.08394176,-0.13103873,0.05961981,0.13112494,-0.08268005,-0.07709494,0.0649116,-0.05092811,-0.0071270624,-0.03597998,-0.16095117,-0.049320728,-0.13983954,0.03370741,0.1008161,-0.0031737303,0.07218115,0.052283235,-0.0802929,-0.15563188,0.060380187,-0.1933252,-0.06910292,0.1561461,-0.017477425,-0.21962944,0.037198227,0.140056,-0.11282403,0.0022315506,0.052556634,-0.023229264,-0.028847357,0.08061689,0.08547116,0.002239143,0.101079054,0.026623499,0.029348383,-0.045649946,-0.17902711,-0.029605217,country
Bulgaria,0.095528536,-0.12473253,0.054228365,0.06881782,-0.021536913,-0.09577355,-0.033546876,0.08495747,-0.14852116,-0.19351129,-0.109707996,-0.20703207,-0.17263687,0.094464414,0.12891366,0.26081106,0.043097343,-0.13549279,-0.072081044,0.008507791,0.15604094,0.12504393,0.109432705,0.048856005,-0.046080228,-0.12069031,0.020693604,-0.0076091955,0.07172577,0.117975645,0.12738018,-0.16671972,-0.085860975,-0.029485574,-0.08188305,-0.037360165,0.10113991,0.03328305,0.06472891,0.04231856,-0.089401856,-0.1371146,0.051256202,-0.12319061,0.002575648,-0.081708826,-0.01859387,0.026830083,-0.013093273,0.31918797,-0.1510091,-0.017417436,0.11238824,0.08850768,-0.008646439,-0.032503437,-0.07368111,-0.14838085,0.048848405,0.013133011,0.0337858,-0.14322014,-0.19199653,0.11489647,country
Slovenia,0.1579698,-0.23276144,-0.16942705,0.025471797,-0.17074744,0.06703201,0.033959597,-0.03115107,-0.16316457,-0.24401364,-0.26510513,-0.22144775,-0.3051339,0.15462701,0.16606869,0.24694003,-0.1118991,-0.12200862,-0.09517982,0.07455037,0.20133492,0.18909301,0.0080632195,-0.041744344,-0.0130037675,-0.119897425,-0.087790295,0.02729265,-0.13868774,-0.07221617,0.11576077,-0.13671096,0.10562552,-0.12893817,-0.112897806,-0.08814705,0.08287971,-0.054673728,0.09884915,0.03322907,-0.03968062,-0.18776645,0.030480737,-0.08191024,0.04204893,0.054074306,-0.12533367,-0.13975231,0.14751282,0.1828192,-0.25236234,0.26781645,0.073984414,0.028339123,-0.0043170424,0.080979094,-0.15188472,-0.1059362,0.10687933,0.023142133,-0.036779918,-0.057605907,-0.14105187,0.15876709,country
Finland,0.18371406,-0.17289478,0.07075486,0.10850024,0.011653384,-0.15870044,0.041823823,-0.009156899,-0.054064937,-0.19391236,0.015349789,-0.23869102,-0.059851345,0.012926728,0.088421136,0.26601076,0.03678475,0.0014218438,0.0925102,0.025236942,0.16121827,0.16588062,0.010664832,-0.023450127,0.14038256,-0.014907495,-0.06524154,-0.00038420805,-0.008881683,0.0022880926,0.052962095,-0.08647848,-0.01425675,-0.046240248,0.03819255,-0.06330481,0.0021774524,-0.073059455,0.13477165,0.078310296,-0.13321283,-0.017937973,-0.0054154224,-0.05469095,0.0022127545,0.017541276,0.03727192,-0.20478575,0.050798282,0.20354417,-0.16934767,0.12616095,0.06516795,-0.10728451,0.1126371,0.16756351,0.07179983,-0.018777914,0.10994252,0.06154708,-0.0146094505,-0.14507301,-0.099968046,0.004195812,country
Thailand,-0.15870272,0.083589934,0.08131371,-0.12272843,-0.027925855,-0.15311004,0.16555722,0.032804236,0.045529306,0.069090724,0.24163657,-0.16961807,-0.15080059,-0.036487523,-0.040364895,0.09954005,-0.054979693,-0.113943346,-0.044610053,0.16397795,-0.07969219,0.0468176,0.0009299121,0.020575246,0.10052423,-0.04895215,-0.07304207,0.01532669,0.09586494,-0.13884647,0.011002919,-0.06727762,-0.06813016,-0.04002453,-0.13047981,-0.005075557,-0.03553066,-0.02683651,0.0839552,0.16223677,-0.069080025,0.11049025,-0.012084343,-0.30197996,-0.008564763,0.11896474,-0.1680413,-0.07824623,0.10074211,-0.02084864,-0.0141332615,0.025977327,0.20116386,-0.019785507,-0.091016,0.10825962,0.16374177,-0.11478703,-0.0507081,0.14682816,-0.10472014,-0.37367555,-0.056041036,-0.0057229516,country
Denmark,0.009131924,-0.17637034,0.050627664,0.20301853,-0.027663257,-0.048589434,0.08710634,0.2128994,-0.062389728,-0.10902739,-0.078249276,-0.18867633,-0.15591343,0.030158946,0.06506458,0.20285888,0.018792368,-0.0744975,-0.033069037,0.07234277,0.06887391,0.05509961,0.20630929,-0.061373983,0.05752042,-0.027500534,-0.034931462,-0.03032748,-0.05288062,0.08775474,0.09934602,-0.17047921,-0.05237703,-0.019223953,-0.12570105,-0.034292474,0.11240181,-0.026073625,-0.02023265,0.12620687,-0.044650294,0.0236637,0.070175596,-0.19363238,-0.041293323,0.026015406,-0.09765852,-0.15479754,-0.04501162,0.1825053,-0.09124469,0.092730805,-0.0031719748,0.030496934,0.01791239,0.066434965,0.02088255,-0.09040862,0.000992667,-0.012938154,-0.0152088525,-0.061171774,-0.08680123,0.044271115,country
Norway,0.14843185,-0.1326833,0.07566559,0.029754728,0.030531319,-0.1603087,0.09204793,0.058875605,-0.05720602,-0.088980794,-0.005098575,-0.20264883,-0.13407485,0.044611864,0.021467643,0.26068452,-0.0734604,-0.076070726,-0.08002409,0.009341822,0.116322674,0.11624773,0.08841757,-0.063875884,0.044292767,-0.067733526,-0.08248833,0.037919097,0.0050030835,-0.00050557236,0.06962999,-0.10782443,-0.025452442,-0.18394771,-0.12123939,-0.05020536,0.09876918,-0.027913958,0.07245656,0.10464141,-0.019111982,-0.09102548,0.041783795,-0.11148835,-0.0064492053,-0.10877435,0.058932573,-0.0968451,0.03029772,0.13242209,-0.14583097,0.0877068,0.050510768,0.084190875,0.098714456,0.07164054,-0.05726653,-0.08393277,0.036095005,-0.04654752,-0.0045303535,0.008592744,-0.135811,0.1285514,country
Tuvalu,-0.25034067,-0.10018749,0.023823978,0.16011946,0.26441678,0.06792549,-0.10965652,0.2236955,-0.14112076,-0.10239275,0.16786818,-0.092016816,0.035991747,-0.24249429,0.2854749,0.08732701,-0.23352064,-0.29946345,0.19407469,0.0058588358,-0.04788492,0.149749,0.14363936,-0.093239106,0.1890818,-0.1249127,-0.28453386,0.06108316,-0.34028262,0.10809066,0.22112863,0.14500332,-0.17727266,-0.036078103,0.15190363,0.14391407,0.028777627,-0.089676425,-0.097316116,-0.049498025,0.10388631,0.23351172,-0.01734021,-0.1902147,-0.029130034,0.09045797,0.07631072,0.40833053,-0.0367081,0.17821875,-0.26178223,0.118074216,0.010537644,0.3337372,0.090553135,0.091744095,-0.014496493,-0.45237163,0.017664455,0.22901502,0.053258207,-0.2071609,0.07919918,-0.1679964,country
Sweden,0.107196786,-0.07254734,0.04303863,-0.011264516,0.084694214,-0.09336518,0.11159904,0.14223088,-0.1384187,-0.25257576,0.05496243,-0.22801864,-0.11417684,0.016683593,-0.033126686,0.15330489,-0.043179803,-0.17717363,0.093791366,-0.0107929045,0.04884666,0.05262347,0.13570414,-0.131242,-0.0505853,0.052092366,-0.012117361,-0.035832867,0.010231333,-0.018925609,0.11016264,-0.0155703565,-0.06994639,-0.07106897,-0.09021767,-0.050264325,0.031069184,0.041218314,6.164334e-05,0.04246895,-0.07469089,-0.09540262,0.057511397,-0.085382454,0.00236174,0.014664846,0.084272526,-0.19031888,0.055676717,0.15860242,-0.011478875,0.065974146,0.11633474,-0.008268473,0.12191736,0.07972816,-0.008813092,-0.0534387,0.09436257,0.037276134,0.06304899,-0.15789501,-0.04452427,0.102536045,country
Lithuania,0.011958724,-0.08998086,0.087268755,0.0697328,0.08227464,-0.056594018,-0.0069525237,0.07326122,-0.14449677,-0.1695915,0.051914778,-0.15169534,-0.1148612,0.064417385,0.068700425,0.2404084,0.03269732,-0.098829836,-0.11985459,0.078282535,0.117154814,0.14413078,0.21998465,-0.2131551,0.008668504,0.07195613,0.06341254,-0.09180879,-0.021790162,0.07652176,0.029151684,-0.12965585,-0.13314924,-0.13170607,-0.07858083,-0.108458415,0.093268484,-0.021869587,0.11172551,0.09665301,-0.12975861,-0.06260044,0.052827608,-0.15464841,0.08938573,-0.04544228,-0.08250012,-0.15148659,0.06467024,0.13729934,-0.115481764,0.046501923,-0.080568135,-0.00437441,0.09813115,0.0052509774,0.066768184,-0.1538371,-0.07047809,-0.03697828,-0.016381484,-0.08025521,-0.055923555,-0.0091932835,country
Romania,0.05054366,-0.13788597,0.12033189,0.14295188,0.09996272,-0.097182475,0.07556501,0.0027851774,-0.07052231,-0.05849412,0.05563073,-0.24986118,-0.18597357,0.05529631,0.043136165,0.26074338,0.010625496,-0.19245261,0.0011999343,0.11831814,0.15342565,-0.013818576,0.09530411,-0.0071229828,0.050114844,-0.03207771,0.038409512,0.001717873,0.06951233,0.04720899,0.13444534,-0.11919013,-0.05281206,-0.025000894,-0.050976284,-0.024268134,0.10529758,0.029388942,0.055080224,-0.11548203,0.012998439,-0.19764026,0.035033803,-0.06250654,-0.015158333,0.013211267,0.0115730455,-0.13102186,0.04357058,0.21911186,-0.09177187,0.09776163,0.052736305,0.059217494,0.101015314,0.046124063,0.024416925,-0.03964125,0.09420038,0.008073634,0.062194817,-0.04199191,-0.11432077,-0.0013345943,country
Bangladesh,0.08012023,0.10800018,0.097516194,-0.18756464,0.045471463,-0.17694075,0.0540467,0.049114466,0.0018040906,0.069287725,0.30508685,-0.18692476,-0.19596054,0.061570235,0.030838287,0.07447206,-0.042328708,-0.17335798,-0.11975826,0.085003376,-0.06554362,0.033280425,0.15343206,0.03262008,0.1530293,0.10933893,-0.06027038,0.16047804,0.07259968,-0.043258306,0.06798582,-0.016524848,-0.033509765,-0.10795361,-0.07045225,0.057711095,0.0129501205,0.020169739,0.065819226,0.07471913,-0.06036503,0.15351863,0.0071015377,-0.23721606,-0.053350326,0.055959426,-0.01584167,-0.12768102,0.009620371,-0.053973567,0.004794962,0.047854662,0.31416312,-0.075457096,-0.03437651,0.11825932,0.08853034,-0.117935985,0.027870718,0.18856348,-0.22339837,-0.15200347,0.011363307,0.05241247,country
Greece,-0.008005352,-0.14792374,0.11255945,0.04578774,0.05610511,-0.073207214,-0.03752657,0.10332458,-0.06869807,-0.24954014,0.004468974,-0.2094347,-0.16296346,0.10425649,0.0026699414,0.17090453,-0.025392765,-0.026486576,-0.024178687,0.094511196,0.025473345,0.10371804,0.114363335,-0.084494986,-0.024214845,-0.024588978,-0.028527828,-0.08608513,0.0063790376,0.023155045,0.08704993,-0.110699095,-0.12100816,-0.046515174,-0.040824473,-0.018032614,0.13769564,-0.056971014,0.12128474,0.08832794,-0.1107807,-0.14492287,0.033959217,-0.0574243,-0.13353004,0.023276087,-0.12537345,-0.13030973,0.06577532,0.27072227,-0.1323792,0.06502943,0.09136576,0.015032537,0.10555224,0.092049666,0.051111553,-0.06467656,0.021848878,0.033327598,-0.039821267,-0.00920459,-0.09960468,-0.069772996,country
Cyprus,0.042824943,-0.025978338,0.13747123,0.017672842,-0.23444843,-0.1536836,-0.105392694,0.088466175,-0.18680489,-0.08746309,0.21662393,-0.11596212,-0.05801753,0.016639411,-0.05363106,0.08096518,-0.1181581,0.13246083,-0.0036610002,0.15787946,0.097515404,0.20638923,0.06111533,-0.21318597,0.22140905,-0.07913882,-0.1071685,0.057319637,0.015001862,-0.05659933,0.17556308,-0.011126474,-0.061018318,-0.055979308,-0.2126604,0.109336406,0.11666667,0.1592543,0.16240728,-0.058710065,0.20073617,0.03545266,0.0791286,-0.14455533,-0.008882913,0.0198638,0.0005574629,0.004551214,-0.048062854,-0.07741167,0.13144119,-0.037607584,-0.03631024,-0.13944131,0.0018912225,0.028064534,0.031093316,-0.035158474,0.018559573,0.07913986,-0.07324544,0.034101844,-0.0632833,-0.0455388,country
Russia,0.013164555,-0.06472346,0.037896264,0.067763574,-0.007677367,-0.15484639,-0.034512293,-0.029013116,-0.063080736,-0.12092514,-0.012716035,-0.20650671,-0.16983053,0.06133472,-0.054050397,0.28491503,-0.08575466,-0.12557097,-0.032614645,0.14024372,0.13189055,0.09148258,0.052815378,-0.13426936,-0.015784314,0.011680513,-0.077300124,-0.038235955,0.052979715,-0.04545706,0.013399543,-0.16810915,-0.08909583,-0.061854646,-0.10411381,-0.01801684,0.09674983,-0.02022141,0.04131269,0.019301012,-0.011026156,-0.07189598,0.00889912,-0.05927363,0.06603772,-0.023438254,0.052669413,-0.09414429,0.015899498,0.18628787,-0.110026814,0.11437676,0.1119666,0.009721913,0.11991253,-0.028083218,0.056916635,-0.014296228,0.051399253,0.05806096,-0.010199279,-0.032035064,-0.07190371,0.07659724,country
