,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,node_type
Kazakhstan,-0.0018387972,0.17114413,0.17324013,-0.21900865,0.20313299,-0.13531394,0.080359705,-0.022358881,0.0424286,0.09968102,0.26654497,-0.1508761,-0.15027294,0.019880004,0.0054163705,0.05982645,-0.040515237,-0.16365471,-0.030450387,0.11255984,-0.04692073,-0.09179114,0.18821025,0.03756087,0.12005955,0.034137163,-0.094992764,0.10842495,0.06899996,0.0032088275,0.034314323,-0.08025118,-0.07096192,-0.034669984,-0.12581524,0.09723898,-0.016726056,-0.01815143,0.07086916,0.11621312,0.059417803,0.022366444,-0.010084,-0.29278842,-0.16230085,0.13768224,-0.007822599,-0.16254981,0.052372,0.027929092,-0.07298293,0.011699424,0.25740123,-0.005630233,-0.046883203,0.06418779,0.07900286,-0.13383342,0.079428904,0.13455646,-0.14283809,-0.24794547,-0.054147214,0.03171438,country
Belarus,0.015641928,-0.06518506,0.04552042,0.13321929,0.015398529,-0.11309539,0.0801328,-0.04776451,-0.1887301,-0.1427944,0.042077765,-0.046914343,-0.20453045,0.027123226,0.056817833,0.18213816,-0.12458424,-0.1695163,-0.002278365,-0.022866597,0.14709765,0.1656411,0.09499018,-0.21874103,-0.018276282,0.06120235,0.08896827,-0.07494327,0.06986383,0.075698696,0.14378206,-0.07229494,-0.030046888,0.0056288037,-0.09709458,-0.059236746,0.08436687,0.01765955,0.061724298,0.055106975,-0.08064351,-0.10506752,0.07924543,-0.11354273,0.046366837,0.064845674,0.0063036033,-0.3331617,0.008139991,0.16610797,-0.18946765,0.16389808,0.03607399,-0.008754676,0.09269528,0.038960397,-0.01659106,-0.049927097,0.027663637,-0.022047825,0.00077367877,-0.038872,0.021762177,0.07488529,country
Poland,0.024031997,-0.09114985,0.0069124904,-0.013070393,0.0543417,-0.16799426,0.041135132,0.040364992,-0.11551233,-0.1385504,-0.0010555781,-0.09427396,-0.25851724,0.070964456,-0.02104658,0.19476038,-0.070293896,-0.117569536,0.040701754,0.10737813,0.0721664,0.12624389,0.07892827,-0.19453059,-0.035291824,-0.059990678,0.024586206,-0.08530624,0.054817248,0.019621396,0.11410126,-0.059844665,-0.2261101,-0.061403036,-0.100830436,-0.003995097,0.07141223,0.04031907,0.087075755,0.026839575,-0.08017376,-0.12655066,-0.03835655,-0.1381813,-0.021277288,-0.007862935,0.021979503,-0.15138371,-0.019399809,0.21208058,-0.12548664,0.013517688,-0.0549398,0.072360836,0.06070087,0.04779795,0.058316905,-0.08334971,0.035088453,0.045475904,0.032127313,0.016020954,-0.04190937,0.067469895,country
Hungary,0.052151952,-0.11110746,0.07351197,0.0885308,-0.087608576,-0.0027306266,-0.1120217,-0.01214236,-0.23297895,-0.19429384,-0.06748181,-0.13546479,-0.16616577,0.104993984,0.11610804,0.31452203,-0.019679211,-0.00077211444,-0.023578627,0.011034871,0.114606775,0.20833473,0.061485935,-0.12204172,-0.06130627,-0.023150148,0.027220847,0.115287155,0.034683377,0.030054707,0.13296051,-0.16556928,0.09688835,-0.034174956,-0.15481928,-0.036493026,0.038869724,-0.017059969,0.04351738,0.104918264,-0.09019553,-0.12137929,0.07286558,0.047394317,0.07962133,0.019641986,0.18233615,-0.020213794,0.038902625,0.28821027,-0.27514035,0.120088205,0.12235022,-0.054947093,0.05424346,0.0024765031,0.016210018,-0.15385838,0.031871755,0.12070681,-0.011676518,-0.12536871,-0.06880228,0.09629449,country
Switzerland,-0.0060562105,-0.045298174,0.011241431,0.04758736,-0.020954957,-0.055524245,-0.053833067,0.04040563,-0.13724151,-0.09393762,-0.031661768,-0.1519895,-0.18036641,0.15460962,0.11266869,0.2586193,-0.06252973,-0.09002384,0.04675162,0.15579155,0.112844564,-0.036375478,0.1731278,-0.061781064,0.071240544,-0.091141246,-0.0029169885,-0.10934653,0.05381054,0.04794313,0.056234084,-0.16962157,-0.21795781,-0.12214563,-0.07287655,-0.049349394,0.12478529,-0.0729917,0.05403353,0.12249267,-0.11958416,-0.1308434,0.15942077,-0.058622725,0.0056974506,-0.050229177,0.0137485545,-0.21292698,0.044860646,0.2906192,-0.12199419,0.056903582,0.01868305,-0.07950086,-0.024836587,-0.095073454,-0.084057696,-0.03866717,0.068567514,-0.01476294,0.011684518,-0.0933424,-0.12201464,0.05258376,country
Austria,-0.0042946115,-0.122888476,0.09248275,0.10953248,0.044810362,-0.14199068,0.10783334,0.03154129,-0.20853281,-0.036807314,-0.018686732,-0.13715923,-0.21884203,-0.021337101,0.20945947,0.15701921,-0.06862309,-0.071858004,-0.047705445,0.06764905,0.10331408,0.09153521,0.095699176,-0.12080056,0.12378106,0.047597904,0.032362312,-0.04270406,0.043671016,-0.101494364,0.18225303,-0.09782949,-0.04904358,0.0037635819,0.016924273,-0.0020692355,0.14391583,0.08520316,0.14369604,-0.03760769,-0.17531946,-0.09853224,-0.018503051,-0.14944546,-0.06769889,-0.046576597,-0.0066625047,-0.11969597,0.03805385,0.17338736,-0.08116939,0.20093556,0.16266575,-0.074697845,-0.002265228,0.007682074,0.031270925,-0.056107715,0.028644154,-0.005810594,-0.020355282,0.05151148,0.042535294,0.040714074,country
Luxembourg,0.12539516,-0.13737594,0.0106110955,-0.014693513,-0.04094267,-0.020508546,0.09606863,0.12774864,-0.06082541,-0.101678856,-0.016230084,-0.10798587,-0.21659303,-0.027939977,0.035296664,0.21267897,0.03969538,-0.082002565,0.07293285,0.035523344,0.066626124,0.102555364,0.16126834,-0.12933296,-0.005661566,0.07265772,-0.0127404295,-0.039588574,0.05052764,-0.038962055,0.10188533,-0.04026939,-0.14460322,-0.016260965,-0.04126105,-0.18303114,0.044029742,0.053455234,0.14430888,0.014580737,-0.12563752,-0.097863644,0.09813846,-0.23399954,-0.016495543,0.018755876,0.032476224,-0.22353731,0.034859847,0.18073545,-0.15778813,0.15300508,0.007231006,0.08487355,0.03309998,-0.017595991,0.07539278,-0.04991806,0.025754368,-0.038489796,-0.0073906793,-0.11922151,-0.010510209,0.0912606,country
Republic of Ireland,0.11073494,-0.18919225,0.071777105,0.071196154,-0.0533683,-0.17652984,0.13022171,0.027423443,-0.14802577,-0.16104844,-0.057548806,-0.20129327,-0.11913587,0.122420035,0.041143812,0.27959022,-0.07280953,-0.19707994,-0.03469504,0.08172135,0.078105636,0.18955839,0.14881097,-0.08254864,-0.071886234,0.019021621,-0.016192617,-0.09203439,-0.019640805,-0.06560145,0.17847943,-0.035514783,-0.16683236,-0.04417974,-0.040375523,-0.007783064,0.064421766,-0.031957302,0.07705309,-0.012894301,-0.12532118,-0.10289847,-0.08980816,-0.13293687,-0.018298738,-0.02827414,-0.082577124,-0.12818111,0.06549735,0.16269018,-0.030106997,0.16244784,0.04267551,0.10113112,0.069593504,-0.02855788,0.021099446,-0.007895339,0.086152494,-0.061361898,0.0076647718,-0.00017739946,-0.045007206,0.07964735,country
Netherlands,0.051041402,-0.09467269,0.08135274,0.14749087,0.0020633498,-0.22297966,-0.025023391,0.031638462,-0.10640741,-0.10024366,-0.007243837,-0.14953125,-0.16408302,0.05624245,0.086339146,0.19053051,-0.06787941,-0.11593427,0.0016986044,0.048671372,0.10807489,0.17175291,0.11592533,-0.04868325,0.11634362,0.0049558897,0.0173172,-0.0093705505,0.06590235,0.0026589201,0.13521738,-0.09104035,-0.028932227,-0.008407475,-0.087021686,-0.0843191,-0.017022315,0.018133927,0.17903982,0.034798544,-0.049259663,-0.07799999,0.021141414,-0.059707146,0.10055527,-0.008774221,0.069501325,-0.21763174,0.09386515,0.047186717,-0.034666166,0.05596495,0.03519009,0.04904587,0.08415813,-0.12662338,0.028131781,-0.07188381,-0.020182416,-0.01761849,0.06586202,-0.15070005,-0.06845212,-0.005992311,country
Belgium,0.18432884,-0.136816,0.085582905,0.014207746,-0.12299552,-0.08129501,0.115226984,0.055770513,0.018616952,-0.13073282,0.0005424844,-0.25265023,-0.14535011,0.019514978,0.061328426,0.25480136,0.037385583,-0.1470476,-0.0023676143,0.10819316,0.092706576,0.048712544,0.15821238,-0.012333098,-0.0065169022,0.0065699215,0.06283401,-0.07467532,0.05482117,0.045038708,0.025497157,-0.1013553,-0.14494057,-0.10778571,-0.008683691,-0.020641895,0.09253593,0.060142666,0.118077695,-0.014695046,0.007973714,-0.017589115,0.112654805,-0.074898474,-0.0049361214,0.0066296915,0.028374879,-0.15117927,-0.002582534,0.12592842,-0.13484478,0.09138345,0.04023283,0.07762124,0.0847358,-0.0006993291,-0.025348825,-0.04707796,-0.024170207,0.07723362,-0.04323472,-0.12691312,-0.05303277,0.058630127,country
Senegal,-0.13266125,-0.14406836,-0.021308474,0.022732627,0.19971122,-0.11432047,0.092714086,0.19608957,-0.06673333,-0.041891377,0.17713508,-0.04648297,-0.43333268,0.15173429,0.051044352,0.03520498,0.10696906,0.14998011,0.12074398,0.18100202,0.061498787,0.03357906,0.087993704,-0.06329634,0.097113706,0.033710297,0.07894022,0.12547505,0.04869383,-0.0318998,-0.03368366,0.045601,-0.07296878,-0.07454211,-0.102819666,0.0122379055,-0.10178525,0.16914934,-0.03283733,-0.16684031,0.0028212448,0.08796553,0.024064893,-0.14232357,0.29946268,-0.12335633,0.121463075,-0.09582117,-0.2960311,0.024407128,-0.044472016,-0.020525595,0.31171063,0.09096564,0.27040726,0.21222033,0.06735309,0.08924878,-0.114430994,0.1545957,-0.10612348,0.0056427885,-0.00083443266,0.109649375,country
Indonesia,-0.081197925,0.10998424,0.13892284,-0.051504605,0.19445679,-0.039261054,0.14301209,-0.08001367,-0.0036584947,0.04161208,0.2988639,-0.112687536,-0.09001632,-0.08373537,0.09119223,0.08476518,-0.0012377707,-0.09113893,-0.10088444,0.017582959,0.011294938,-0.11015357,0.15498391,-0.037337583,0.016969115,0.035816904,0.023028802,0.09776796,0.074612826,-0.09953237,0.0101531325,-0.13539404,-0.07964035,-0.10881069,-0.106540374,0.028146116,-0.0051842635,0.03623802,0.084368944,0.20572035,-0.0534302,0.040807355,0.037213672,-0.23267242,-0.045366663,0.07876118,-0.19062988,-0.12206681,-0.015568139,0.14120057,-0.0462033,0.2179929,0.21513909,-0.105162404,-0.12777603,0.1767247,0.024084918,-0.2935103,0.08549072,0.21807452,-0.17647019,-0.11240948,-0.0072907167,0.017110055,country
Haiti,-0.03822484,-0.2959232,0.24782248,0.019863823,0.034139972,-0.11219934,-0.13438688,-0.121945016,0.23690698,0.04984135,-0.07049405,-0.04750129,-0.124482155,-0.041846886,0.07244699,0.14476036,-0.14207849,0.20810805,0.042348154,0.2394532,0.12527268,0.0016198106,0.17660382,-0.18395428,0.08929006,-0.12855154,-0.1705859,-0.080211915,0.2935237,-0.22810844,-0.09694569,0.043060787,0.19837004,0.17451693,0.04823422,-0.0038410572,0.04262496,0.021893429,0.057092313,0.24315864,0.098731674,0.093276784,0.1528472,-0.20220365,-0.15512195,-0.05029038,0.048537627,0.03401631,0.05477036,0.0073274155,-0.02317022,-0.02562381,0.22510393,0.03361558,0.0805978,-0.006650763,-0.17583919,-0.2197931,-0.009138836,0.16711465,0.020952037,-0.04219435,0.067545086,0.19058657,country
Monaco,0.036364496,-0.111227624,-0.045237757,0.06980373,-0.014615944,0.030165594,-0.088882126,0.06068956,-0.11458944,-0.23536219,-0.116220795,-0.08550092,-0.057069566,0.09399193,0.10250582,0.31472415,-0.068836294,-0.1623846,0.042166997,0.006614251,0.1607521,0.15579666,0.12504159,0.10838752,0.016325757,-0.11588571,-0.119238086,0.10050805,0.013919391,0.02833085,0.112466015,-0.03333267,0.077351734,0.01430528,-0.15548882,-0.08523871,-0.017044585,0.053644277,0.12561275,0.064299524,-0.24403611,-0.1281195,0.015801895,-0.11007599,0.11294568,-0.045590315,0.012576465,-0.14216067,0.0037833976,0.19138195,-0.13170856,0.044615325,0.13676621,0.09664629,0.098807506,-0.03250896,0.057328135,-0.19845493,-0.0052247765,0.10199136,0.08734482,-0.10712292,-0.08178034,0.094984815,country
Cuba,0.015908854,-0.31397566,0.26527536,0.03468615,-0.029844698,-0.26713523,0.048501544,0.0292829,0.15200956,0.05808715,-0.07934165,-0.019121531,-0.13531627,-0.09877312,0.0145136025,0.029361032,-0.02841564,0.12499581,0.06832125,0.20201541,0.12544525,-0.11492174,0.24462204,-0.12850417,0.17889099,0.06343059,-0.14131966,-0.12723903,0.18727954,-0.16546175,-0.11268085,0.16981833,-0.022494718,0.18144755,0.05565494,0.016354159,0.08729727,-0.0301956,0.21403527,0.13282675,0.11285383,0.07523717,0.07345711,-0.19064076,-0.118716024,-0.051946457,-0.016102172,0.019502917,-0.045827013,-0.11163854,0.008447441,0.12667169,0.06491237,0.06947876,0.025730327,0.10374273,-0.05654884,-0.24850969,-0.019845277,0.15177742,0.14389406,-0.06832463,0.04104728,0.11499203,country
Colombia,-0.1333038,0.06210263,0.07705595,0.09767892,0.07804313,-0.01631268,0.1081334,0.008007757,-0.13696177,0.10951013,0.2540347,-0.22748832,0.026131064,-0.16337079,0.060667258,0.05459928,-0.08991822,0.17181753,0.13867368,-0.049456358,0.030020477,0.07982664,0.04014885,-0.082042985,0.0021695488,0.04203639,0.08839891,-0.045613673,0.06393937,0.07902039,-0.13028324,-0.024032908,-0.10320196,-0.14233284,-0.26609224,0.14130552,0.03833973,-0.061436072,0.141314,0.09790577,0.14124642,-0.033292286,0.032477412,0.089597784,0.0815879,0.19053477,-0.18082443,-0.29203022,0.058384754,0.18036315,0.17230791,0.19654392,0.28196442,0.11068547,0.13153873,-0.16197932,-0.05207123,-0.024555916,0.008560643,0.17693326,0.119164586,-0.060932867,0.03374713,0.06570992,country
Venezuela,-0.089904636,-0.12003347,0.06482224,0.06472682,0.03019587,-0.14663374,0.15975204,0.012050243,-0.12695307,0.042003468,0.13016447,-0.22749278,0.19144765,-0.08864991,-0.014439743,0.071242265,-0.04341575,0.05311905,-0.0034686793,0.06209798,0.0992794,0.059056584,0.029900651,0.05713229,0.037655815,0.04804203,0.04541877,-0.03232202,0.1003594,0.10802858,-0.19770004,0.038638156,-0.15830101,-0.14049737,-0.25526237,0.19206117,0.06672617,-0.08330073,0.15394257,0.06862946,0.12576967,0.06774794,-0.031888705,0.09983802,0.039028388,0.0076204212,-0.18005124,-0.3331598,0.040517434,0.2072378,0.13571565,0.066553704,0.1772148,0.22659236,0.1782736,-0.1287854,0.00039104384,-0.022884129,0.008256374,0.16855216,0.15279119,-0.10895114,0.021933302,0.07259545,country
Nicaragua,-0.02176156,-0.24030079,0.2176889,0.011558366,-0.0064082853,-0.19368891,-0.1212976,0.020965796,0.14747603,-0.014570789,-0.020273848,-0.25116786,-0.20955805,-0.0002248447,-0.10817787,-0.052641004,-0.09543587,0.13156858,0.10883983,0.14721723,0.17176959,-0.0348514,0.13138852,-0.07127013,0.2010013,-0.002883611,-0.12285631,-0.085987635,0.24559769,-0.09060452,-0.13569658,0.19248664,0.0033536027,0.120026395,0.0009551025,-0.04770174,0.04985799,0.07340372,-0.036584,0.23858546,0.008338732,0.042527866,0.013793005,-0.22912201,-0.15434673,-0.05743117,0.04698277,-0.049307447,0.023461744,-0.01186456,0.10111096,0.059945762,0.14454138,0.09017229,0.083281934,-0.028501801,-0.10944547,-0.14784859,0.093833715,0.11621632,-0.040154643,-0.02123079,-0.022732908,0.059812393,country
Guatemala,-0.0860035,-0.28247097,0.24545819,-0.018696692,0.0013095327,-0.24265026,-0.04381192,0.026294075,0.108630836,0.078673474,-0.12422794,-0.110636346,-0.19021969,-0.012929755,-0.04667526,-0.019796679,-0.12117669,0.043968447,0.00880827,0.24621028,0.06793111,-0.010762238,0.23382024,-0.13542853,0.17538026,0.028797217,-0.121773094,-0.07678801,0.17403059,-0.06594835,-0.11582196,0.111337505,-0.07558093,0.15366429,-0.0780174,0.14793567,0.05868053,-0.053897876,0.13284475,0.17058635,0.0590057,0.034061525,-0.0029409553,-0.061311305,-0.16064668,-0.06487673,0.07083869,0.0072726486,0.0517538,-0.03220376,0.082222655,-0.017514775,0.18867023,0.055586725,-0.006661237,-0.044796113,-0.114353545,-0.12564668,0.0046339906,0.11368019,0.08739701,-0.08728422,0.115994394,0.15886943,country
Peru,-0.037294112,0.015183621,-0.045649424,-0.016670551,-0.049061798,0.040389337,-0.014347932,0.11881946,-0.17436035,0.07046014,0.24752854,-0.255253,0.17922617,-0.19822657,0.100381605,0.09685509,-0.054474514,0.1565411,0.18790781,0.018945798,0.07145283,0.039884,0.05501342,-0.03088159,-0.063494965,0.13252085,-0.0058731646,0.0037123668,0.093145005,0.045233175,-0.15740441,0.11648527,-0.23535118,-0.13424622,-0.13426746,0.14533725,0.0014373179,-0.062454887,0.13561274,0.07933976,0.13727437,0.04256154,0.058923252,0.009167243,0.09364373,0.08678995,-0.10677669,-0.31745857,0.0588996,0.09238084,0.17935823,0.07826855,0.18764623,0.29801717,0.18134524,-0.088736355,-0.03615961,-0.057331987,-0.026422026,0.11169218,0.13946374,-0.13784647,0.004181665,0.16316226,country
Honduras,-0.03362764,-0.30126935,0.28941506,-0.0031058635,0.07932329,-0.14032862,-0.11518523,-0.014410551,0.06730606,0.054155167,0.05459222,-0.1627802,-0.26492056,-0.06274494,-0.07967265,0.042881932,-0.11917768,0.08571621,-0.008493521,0.12072572,0.12625663,-0.13682058,0.24930108,-0.19767165,0.23216455,0.03242239,-0.18463823,-0.06498829,0.1910405,-0.13576841,-0.076034,0.12973589,-0.018773276,0.15428564,0.057724033,0.073989056,-0.013262702,-0.02324101,0.07687481,0.12925996,0.14668223,-0.009436105,0.079210214,-0.15963079,-0.18987669,-0.0038198952,-0.02257585,0.020835051,0.026640212,-0.062905796,0.029462483,0.033520862,0.15502067,0.03418365,0.028930653,0.0055931,-0.19470876,-0.13798708,0.11011657,0.035036493,-0.10775329,-0.08879383,0.078765996,0.050317418,country
Ecuador,-0.004011277,0.04962666,-0.045292754,-0.032040928,0.1726288,-0.0064490777,0.0645351,0.08775981,-0.23171335,-0.05158229,0.17789136,-0.28114033,0.11416943,-0.21742651,-0.002129473,0.06520502,-0.11645834,0.23718043,0.13581766,-0.0072278953,0.018486926,0.03339995,0.074877284,-0.018622465,0.035707824,0.07943539,0.13773714,0.0028782643,0.2956859,0.067664765,-0.16196932,0.060156412,-0.102067165,-0.21571834,-0.21420503,0.15746579,0.090936646,-0.026244547,0.13564608,0.023246294,0.20421286,-0.11627836,-0.07077068,0.076184936,-0.07569403,0.04656031,-0.0699825,-0.27313778,0.041581616,0.055847846,0.21858127,0.09904992,0.12991223,0.2471188,0.17401145,-0.12309409,-0.0428571,-0.13349564,0.015079617,0.15895693,0.06447399,-0.009837321,-0.002140457,0.08934194,country
Panama,-0.013003505,-0.31520632,0.2339945,0.04219788,0.054755554,-0.18990794,-0.12812066,-0.040634517,0.09041181,0.16192429,-0.13084657,-0.12862527,-0.27104855,-0.089071415,-0.009555169,-0.011035742,-0.04259148,-0.028993418,0.15444233,0.13616829,0.15104641,-0.08051317,0.25947112,-0.13463126,0.099290825,0.068661004,-0.104699716,-0.00051458314,0.21015409,-0.16057451,-0.15744388,0.07947532,-0.032246973,0.117372155,-0.08734145,0.03993228,-0.035252634,-0.056775216,0.06782704,0.24061033,0.06797213,0.092016526,0.09513604,-0.19755158,-0.14521329,0.05530878,0.04624112,-0.07942798,0.06004045,-0.094257325,0.01350167,0.112419814,0.07505296,0.093562834,-0.015933404,0.06018206,-0.10058944,-0.09361606,0.049732134,0.176627,0.05684701,-0.01303894,0.04160762,0.14113899,country
Bolivia,-0.0067898836,-0.0015457427,0.0063931174,-0.07324764,0.080576114,0.0038071924,0.096884444,0.16007534,-0.1338175,0.03442493,0.29577482,-0.2001753,0.15729983,-0.13437034,0.13982119,0.016540816,-0.14824073,0.14821158,0.12622258,-0.03037838,0.067039326,0.10454831,0.017164271,-0.08602765,0.023925886,0.05760968,0.077212684,-0.07367839,0.110251606,0.08099433,-0.19581252,0.099491484,-0.04905104,-0.18834692,-0.0765948,0.16940975,-0.011959323,-0.069436386,0.24348803,-0.05235567,0.06460036,-0.09271836,0.0009455213,0.007137849,-0.00087131106,0.06538103,-0.24890949,-0.32149124,0.028703684,0.13816307,0.18578492,0.10120389,0.1922275,0.30899355,0.12771316,-0.0623054,-0.16744931,-0.027674418,0.034126554,0.17918672,0.03180917,-0.14888722,0.07260045,0.09364874,country
Uruguay,-0.1425118,0.0067554377,0.006379462,0.0672199,-0.00035590862,-0.03934422,0.12454367,0.026979577,-0.24059951,0.078137495,0.26329112,-0.3271501,0.24426772,-0.13487352,0.18249425,0.008780577,-0.10683773,0.024950841,0.025366154,0.1584233,0.06867832,0.052694462,0.0855898,0.07382327,-0.02437609,0.0994493,0.048873574,-0.048631664,0.16627465,-0.039173122,-0.2122864,0.043064456,-0.09842565,-0.11934416,-0.19458802,0.18222076,-0.070600174,-0.03348103,0.17115551,-0.0048772027,0.15800515,0.0058680056,-0.10969804,-0.043387078,0.071328074,-0.08947631,-0.17422001,-0.2153242,-0.0071604946,0.11048927,0.17013349,0.04895132,0.15854944,0.27320775,0.08435053,-0.090377524,-0.118563466,-0.08322605,0.0007955877,0.14837037,0.05911062,-0.12511499,0.067314066,-0.039307136,country
El Salvador,-0.036804255,-0.27083972,0.3812283,0.0007345428,0.047167774,-0.15760092,-0.1917109,0.054567277,0.18718149,-0.052208953,-0.17751753,-0.044338595,-0.060033392,-0.045075633,-0.099144846,0.10672457,-0.18122108,0.14217466,0.03515105,0.28372085,0.061123375,-0.008131172,0.21480902,-0.12301564,0.27585235,-0.08217708,-0.05813746,-0.10059883,0.19574353,-0.09172756,-0.101081565,0.11950873,0.14008921,0.16961494,0.0014888624,-0.040204328,-0.13369472,0.009762532,0.07725995,0.34811428,0.13384095,0.026387494,0.09832603,-0.08308861,-0.14511444,0.05778643,0.055497825,0.04616028,-0.052039173,-0.05834278,0.04915586,0.053752255,0.2118697,0.16410278,-0.03378461,-0.037321866,-0.18474856,-0.18336703,-0.0019568899,0.06927631,0.06152722,-0.10343359,0.02065793,0.21449518,country
Paraguay,-0.14720705,0.018822769,0.02299315,0.090474,-0.120147206,0.12097744,0.027111677,-0.013789079,-0.23608713,0.040755447,0.1482422,-0.3619987,0.2193957,-0.20551306,0.19219737,0.0015257661,-0.17904162,0.15993932,0.1822857,0.045550525,0.010456473,0.14439848,-0.0969626,0.17771012,-0.01663603,0.015653282,0.10238639,-0.025462653,0.23205528,0.20520017,-0.22951557,0.18550502,-0.07582207,-0.11963183,-0.24448979,0.13706866,-0.046960443,-0.09796668,0.02161704,0.038013227,0.20523453,-0.037493404,-0.0016611511,-0.001270183,0.17871623,0.060584918,-0.15015066,-0.26269114,-0.11083121,0.13813004,0.06880862,0.17309874,0.26372567,0.3003451,0.050355755,-0.23368642,-0.053548153,-0.0806711,0.065076254,0.14636259,0.10976654,-0.18631147,-0.09257263,0.2290894,country
Costa Rica,0.14892554,-0.4756826,0.2822352,0.026135355,-0.017198434,-0.009450767,-0.243011,-0.012503711,0.20980163,0.060529474,-0.2526158,-0.06070096,-0.2199279,-0.043185875,0.077981606,-0.023131294,-0.14459924,0.19475412,0.027239548,0.22839719,0.2749821,0.054003272,0.18051048,-0.04129978,0.34566814,0.07008451,-0.22621408,-0.08129307,0.2038227,-0.26961547,-0.14463983,0.3660334,0.04292032,0.06301723,0.09386717,0.089515895,-0.095508985,-0.033430766,0.09889034,0.32914495,0.13812542,0.10507986,0.12163364,-0.08242168,-0.34500617,-0.09969309,0.045233496,0.025326716,-0.05529361,-0.15056169,-0.11921843,-0.20334539,0.1962219,0.15444839,-0.06630841,-0.053560663,-0.11356138,-0.34161398,-0.04102753,0.06899458,-0.05538565,-0.015777264,0.0677853,0.4021801,country
Dominican Republic,-0.08855741,-0.4019169,0.32299098,-0.0014892154,0.009822184,-0.18108177,-0.15323578,-0.002048272,0.17403643,0.06735257,-0.18287359,-0.032379787,-0.17442462,-0.03512814,-0.09773503,0.041273076,-0.1621583,0.12807953,0.10538215,0.14795867,0.14332645,0.07862764,0.14697404,-0.13650952,0.19352657,-0.05447242,-0.14819942,-0.103901505,0.2712183,-0.07648553,-0.07209757,0.22396366,0.12810904,0.22456113,-0.04902416,0.039891947,-0.0657313,-0.007286059,0.09811527,0.22717196,0.032154787,0.062097307,0.0937312,-0.12246508,-0.092437215,-0.027503664,0.099963546,0.10238469,-0.02765213,0.048943095,-0.10623523,-0.040454872,0.1228743,0.1653631,0.020099612,-0.06144815,-0.10028314,-0.14171974,0.027271815,0.16227354,0.08812296,-0.13195194,0.050638095,0.22270979,country
Equatorial Guinea,-0.1976321,-0.3061306,0.15852226,-0.011288437,0.12964661,0.0753661,0.01663266,0.1458171,-0.22866958,-0.08796283,0.085519016,0.2039912,-0.55220765,0.18450369,0.072958305,-0.020153454,0.14147949,0.23759316,0.113553114,0.3174308,-0.0161292,-0.09235411,0.12956321,0.14579836,0.2816178,-0.009986867,0.14875709,0.28759924,-0.05334925,-0.055361625,-0.06301895,-0.10370247,0.026059091,-0.3010075,-0.07450696,0.07252008,-0.10050018,0.15936106,-0.062481884,-0.18720618,0.23470505,0.18481585,0.004592441,-0.022794481,0.3902474,-0.11508823,-0.110496454,-0.0746035,-0.18151224,0.052263707,-0.2081046,-0.15869686,0.45761546,0.12954682,0.24032912,0.20872805,0.23826505,0.055809177,-0.25686753,0.14615518,-0.1556426,0.11893489,-0.14145325,0.39482749,country
Ghana,-0.10913377,-0.20651338,0.02449674,0.092209086,0.11547372,-0.0590374,0.1034575,0.19078068,-0.0011403854,0.1307747,-0.014917713,-0.11278391,-0.35537967,0.08961539,0.027272264,0.16464227,0.16132714,0.13775341,0.12793364,0.22832721,-0.013695885,0.012165938,0.13261576,-0.01481683,0.010468362,0.053964995,0.06370814,0.116152145,0.10505128,0.010241721,-0.010444402,0.05952577,-0.14395109,-0.10029497,-0.16351846,0.08527185,0.011121725,0.1504738,-0.026223345,-0.25662258,0.03503004,0.15640819,0.029474158,-0.13922645,0.27375472,-0.116712004,0.061668728,-0.05995014,-0.20075294,0.008906376,-0.07945554,-0.08126654,0.32499522,0.113006175,0.28379956,0.25451565,0.14585991,0.08005281,-0.06727195,0.070213646,-0.20394768,-0.0068326294,-0.09700047,0.110446244,country
Uganda,-0.23232199,-0.216517,0.036457244,0.030358272,-0.023273759,-0.121781155,-0.024121253,0.23258154,-0.10611831,-0.1549413,0.12780993,0.031614073,-0.44297627,0.25020802,0.07613106,0.08772787,0.08657548,0.11321087,0.13869917,0.20453389,0.0009315402,0.04057205,-0.04624872,-0.0530459,0.05476721,-0.054360017,-0.00809561,0.11808524,0.081936814,0.005797871,0.06622545,-0.059239507,0.07645318,-0.028753374,-0.07627167,-0.011069759,-0.107215345,0.010984855,-0.14183138,-0.20677583,0.07568824,0.13595562,-0.026326187,-0.15091306,0.29450113,-0.14352262,0.035337143,0.14003976,-0.3078359,0.038067773,-0.07635256,0.015327044,0.4951948,0.250085,0.25474173,0.16898379,0.09216375,0.12419615,-0.116048865,0.23913538,-0.12451386,-0.113301225,-0.054351997,0.20296754,country
